phase,source_url,image_url,source_file,alt,width,height,loading,format,bytes,exists,srcset,sizes,responsive_candidates,responsive_missing,issues
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-publishing-house-approval-publication-28396bfdeffd.webp,images/workflow-publishing-house-approval-publication-28396bfdeffd.webp,Featured image for Publishing House Approval Publication,1916,821,lazy,webp,32506,True,"/images/workflow-publishing-house-approval-publication-28396bfdeffd-640.webp 640w, /images/workflow-publishing-house-approval-publication-28396bfdeffd-960.webp 960w, /images/workflow-publishing-house-approval-publication-28396bfdeffd-1280.webp 1280w, /images/workflow-publishing-house-approval-publication-28396bfdeffd.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-publishing-house-asset-production-6a2848eefbd8.webp,images/workflow-publishing-house-asset-production-6a2848eefbd8.webp,Featured image for Publishing House Asset Production,1916,821,lazy,webp,29414,True,"/images/workflow-publishing-house-asset-production-6a2848eefbd8-640.webp 640w, /images/workflow-publishing-house-asset-production-6a2848eefbd8-960.webp 960w, /images/workflow-publishing-house-asset-production-6a2848eefbd8-1280.webp 1280w, /images/workflow-publishing-house-asset-production-6a2848eefbd8.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-publishing-house-commissioning-453eaae4325d.webp,images/workflow-publishing-house-commissioning-453eaae4325d.webp,Featured image for Publishing House Commissioning,1916,821,lazy,webp,34440,True,"/images/workflow-publishing-house-commissioning-453eaae4325d-640.webp 640w, /images/workflow-publishing-house-commissioning-453eaae4325d-960.webp 960w, /images/workflow-publishing-house-commissioning-453eaae4325d-1280.webp 1280w, /images/workflow-publishing-house-commissioning-453eaae4325d.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-publishing-house-daily-desk-5859495c23a8.webp,images/workflow-publishing-house-daily-desk-5859495c23a8.webp,Featured image for Publishing House Daily Desk,1916,821,lazy,webp,23396,True,"/images/workflow-publishing-house-daily-desk-5859495c23a8-640.webp 640w, /images/workflow-publishing-house-daily-desk-5859495c23a8-960.webp 960w, /images/workflow-publishing-house-daily-desk-5859495c23a8-1280.webp 1280w, /images/workflow-publishing-house-daily-desk-5859495c23a8.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-publishing-house-editorial-review-efb499de7569.webp,images/workflow-publishing-house-editorial-review-efb499de7569.webp,Featured image for Publishing House Editorial Review,1916,821,lazy,webp,24260,True,"/images/workflow-publishing-house-editorial-review-efb499de7569-640.webp 640w, /images/workflow-publishing-house-editorial-review-efb499de7569-960.webp 960w, /images/workflow-publishing-house-editorial-review-efb499de7569-1280.webp 1280w, /images/workflow-publishing-house-editorial-review-efb499de7569.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-publishing-house-evidence-dossier-f8420fde413b.webp,images/workflow-publishing-house-evidence-dossier-f8420fde413b.webp,Featured image for Publishing House Evidence Dossier,1916,821,lazy,webp,31380,True,"/images/workflow-publishing-house-evidence-dossier-f8420fde413b-640.webp 640w, /images/workflow-publishing-house-evidence-dossier-f8420fde413b-960.webp 960w, /images/workflow-publishing-house-evidence-dossier-f8420fde413b-1280.webp 1280w, /images/workflow-publishing-house-evidence-dossier-f8420fde413b.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-publishing-house-format-production-abca5e4e3a43.webp,images/workflow-publishing-house-format-production-abca5e4e3a43.webp,Featured image for Publishing House Format Production,1916,821,lazy,webp,23748,True,"/images/workflow-publishing-house-format-production-abca5e4e3a43-640.webp 640w, /images/workflow-publishing-house-format-production-abca5e4e3a43-960.webp 960w, /images/workflow-publishing-house-format-production-abca5e4e3a43-1280.webp 1280w, /images/workflow-publishing-house-format-production-abca5e4e3a43.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-publishing-house-governance-944bd33fd3f5.webp,images/workflow-publishing-house-governance-944bd33fd3f5.webp,Featured image for Publishing House Governance,1916,821,lazy,webp,28774,True,"/images/workflow-publishing-house-governance-944bd33fd3f5-640.webp 640w, /images/workflow-publishing-house-governance-944bd33fd3f5-960.webp 960w, /images/workflow-publishing-house-governance-944bd33fd3f5-1280.webp 1280w, /images/workflow-publishing-house-governance-944bd33fd3f5.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-publishing-house-post-publication-b4addd9077b7.webp,images/workflow-publishing-house-post-publication-b4addd9077b7.webp,Featured image for Publishing House Post Publication,1916,821,lazy,webp,20280,True,"/images/workflow-publishing-house-post-publication-b4addd9077b7-640.webp 640w, /images/workflow-publishing-house-post-publication-b4addd9077b7-960.webp 960w, /images/workflow-publishing-house-post-publication-b4addd9077b7-1280.webp 1280w, /images/workflow-publishing-house-post-publication-b4addd9077b7.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-publishing-house-primary-piece-abd7cc192e59.webp,images/workflow-publishing-house-primary-piece-abd7cc192e59.webp,Featured image for Publishing House Primary Piece,1916,821,lazy,webp,33392,True,"/images/workflow-publishing-house-primary-piece-abd7cc192e59-640.webp 640w, /images/workflow-publishing-house-primary-piece-abd7cc192e59-960.webp 960w, /images/workflow-publishing-house-primary-piece-abd7cc192e59-1280.webp 1280w, /images/workflow-publishing-house-primary-piece-abd7cc192e59.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-rag-enterprise-knowledge-gate-8fe489f663c9.webp,images/workflow-rag-enterprise-knowledge-gate-8fe489f663c9.webp,Featured image for RAG Enterprise Knowledge Gate,1916,821,lazy,webp,34960,True,"/images/workflow-rag-enterprise-knowledge-gate-8fe489f663c9-640.webp 640w, /images/workflow-rag-enterprise-knowledge-gate-8fe489f663c9-960.webp 960w, /images/workflow-rag-enterprise-knowledge-gate-8fe489f663c9-1280.webp 1280w, /images/workflow-rag-enterprise-knowledge-gate-8fe489f663c9.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-relay-lifecycle-handoff-8166e0d98f3d.webp,images/workflow-relay-lifecycle-handoff-8166e0d98f3d.webp,Featured image for Relay Lifecycle Handoff,1916,821,lazy,webp,22522,True,"/images/workflow-relay-lifecycle-handoff-8166e0d98f3d-640.webp 640w, /images/workflow-relay-lifecycle-handoff-8166e0d98f3d-960.webp 960w, /images/workflow-relay-lifecycle-handoff-8166e0d98f3d-1280.webp 1280w, /images/workflow-relay-lifecycle-handoff-8166e0d98f3d.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-tribunal-decision-gate-66b331c1304f.webp,images/workflow-tribunal-decision-gate-66b331c1304f.webp,Featured image for Tribunal Decision Gate,1916,821,lazy,webp,29122,True,"/images/workflow-tribunal-decision-gate-66b331c1304f-640.webp 640w, /images/workflow-tribunal-decision-gate-66b331c1304f-960.webp 960w, /images/workflow-tribunal-decision-gate-66b331c1304f-1280.webp 1280w, /images/workflow-tribunal-decision-gate-66b331c1304f.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-webops-ai-visibility-benchmark-66c2c1a3625d.webp,images/workflow-webops-ai-visibility-benchmark-66c2c1a3625d.webp,Featured image for WebOps AI Visibility Benchmark,1916,821,lazy,webp,26214,True,"/images/workflow-webops-ai-visibility-benchmark-66c2c1a3625d-640.webp 640w, /images/workflow-webops-ai-visibility-benchmark-66c2c1a3625d-960.webp 960w, /images/workflow-webops-ai-visibility-benchmark-66c2c1a3625d-1280.webp 1280w, /images/workflow-webops-ai-visibility-benchmark-66c2c1a3625d.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-webops-content-refresh-de6634f12e58.webp,images/workflow-webops-content-refresh-de6634f12e58.webp,Featured image for WebOps Content Refresh,1916,821,lazy,webp,31936,True,"/images/workflow-webops-content-refresh-de6634f12e58-640.webp 640w, /images/workflow-webops-content-refresh-de6634f12e58-960.webp 960w, /images/workflow-webops-content-refresh-de6634f12e58-1280.webp 1280w, /images/workflow-webops-content-refresh-de6634f12e58.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-webops-finding-to-fix-0b26d24ab91c.webp,images/workflow-webops-finding-to-fix-0b26d24ab91c.webp,Featured image for WebOps Finding To Fix,1916,821,lazy,webp,23996,True,"/images/workflow-webops-finding-to-fix-0b26d24ab91c-640.webp 640w, /images/workflow-webops-finding-to-fix-0b26d24ab91c-960.webp 960w, /images/workflow-webops-finding-to-fix-0b26d24ab91c-1280.webp 1280w, /images/workflow-webops-finding-to-fix-0b26d24ab91c.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-webops-monthly-seo-review-58547eea899f.webp,images/workflow-webops-monthly-seo-review-58547eea899f.webp,Featured image for WebOps Monthly SEO Review,1916,821,lazy,webp,23396,True,"/images/workflow-webops-monthly-seo-review-58547eea899f-640.webp 640w, /images/workflow-webops-monthly-seo-review-58547eea899f-960.webp 960w, /images/workflow-webops-monthly-seo-review-58547eea899f-1280.webp 1280w, /images/workflow-webops-monthly-seo-review-58547eea899f.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-webops-post-publish-4bb80a61ddac.webp,images/workflow-webops-post-publish-4bb80a61ddac.webp,Featured image for WebOps Post Publish,1916,821,lazy,webp,28730,True,"/images/workflow-webops-post-publish-4bb80a61ddac-640.webp 640w, /images/workflow-webops-post-publish-4bb80a61ddac-960.webp 960w, /images/workflow-webops-post-publish-4bb80a61ddac-1280.webp 1280w, /images/workflow-webops-post-publish-4bb80a61ddac.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-webops-quarterly-content-portfolio-97a5f614260b.webp,images/workflow-webops-quarterly-content-portfolio-97a5f614260b.webp,Featured image for WebOps Quarterly Content Portfolio,1916,821,lazy,webp,31028,True,"/images/workflow-webops-quarterly-content-portfolio-97a5f614260b-640.webp 640w, /images/workflow-webops-quarterly-content-portfolio-97a5f614260b-960.webp 960w, /images/workflow-webops-quarterly-content-portfolio-97a5f614260b-1280.webp 1280w, /images/workflow-webops-quarterly-content-portfolio-97a5f614260b.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-webops-site-bootstrap-aa6cd85c11e2.webp,images/workflow-webops-site-bootstrap-aa6cd85c11e2.webp,Featured image for WebOps Site Bootstrap,1916,821,lazy,webp,25618,True,"/images/workflow-webops-site-bootstrap-aa6cd85c11e2-640.webp 640w, /images/workflow-webops-site-bootstrap-aa6cd85c11e2-960.webp 960w, /images/workflow-webops-site-bootstrap-aa6cd85c11e2-1280.webp 1280w, /images/workflow-webops-site-bootstrap-aa6cd85c11e2.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-webops-weekly-content-intelligence-30a9b6922d20.webp,images/workflow-webops-weekly-content-intelligence-30a9b6922d20.webp,Featured image for WebOps Weekly Content Intelligence,1916,821,lazy,webp,25194,True,"/images/workflow-webops-weekly-content-intelligence-30a9b6922d20-640.webp 640w, /images/workflow-webops-weekly-content-intelligence-30a9b6922d20-960.webp 960w, /images/workflow-webops-weekly-content-intelligence-30a9b6922d20-1280.webp 1280w, /images/workflow-webops-weekly-content-intelligence-30a9b6922d20.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-webops-weekly-search-intelligence-6d8741810661.webp,images/workflow-webops-weekly-search-intelligence-6d8741810661.webp,Featured image for WebOps Weekly Search Intelligence,1916,821,lazy,webp,17508,True,"/images/workflow-webops-weekly-search-intelligence-6d8741810661-640.webp 640w, /images/workflow-webops-weekly-search-intelligence-6d8741810661-960.webp 960w, /images/workflow-webops-weekly-search-intelligence-6d8741810661-1280.webp 1280w, /images/workflow-webops-weekly-search-intelligence-6d8741810661.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-webops-weekly-site-health-f333f24bd360.webp,images/workflow-webops-weekly-site-health-f333f24bd360.webp,Featured image for WebOps Weekly Site Health,1916,821,lazy,webp,24764,True,"/images/workflow-webops-weekly-site-health-f333f24bd360-640.webp 640w, /images/workflow-webops-weekly-site-health-f333f24bd360-960.webp 960w, /images/workflow-webops-weekly-site-health-f333f24bd360-1280.webp 1280w, /images/workflow-webops-weekly-site-health-f333f24bd360.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-workcell-execution-gate-4313dab7646d.webp,images/workflow-workcell-execution-gate-4313dab7646d.webp,Featured image for Workcell Execution Gate,1916,821,lazy,webp,45308,True,"/images/workflow-workcell-execution-gate-4313dab7646d-640.webp 640w, /images/workflow-workcell-execution-gate-4313dab7646d-960.webp 960w, /images/workflow-workcell-execution-gate-4313dab7646d-1280.webp 1280w, /images/workflow-workcell-execution-gate-4313dab7646d.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/images/workflow-publishing-house-daily-desk-5859495c23a8.webp,images/workflow-publishing-house-daily-desk-5859495c23a8.webp,Featured image for Publishing House Operator,1916,821,lazy,webp,23396,True,"/images/workflow-publishing-house-daily-desk-5859495c23a8-640.webp 640w, /images/workflow-publishing-house-daily-desk-5859495c23a8-960.webp 960w, /images/workflow-publishing-house-daily-desk-5859495c23a8-1280.webp 1280w, /images/workflow-publishing-house-daily-desk-5859495c23a8.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/loop-engineering/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/loop-engineering/,https://kujolang.ai/images/workflow-loop-engineering-44f0cfd65684.webp,images/workflow-loop-engineering-44f0cfd65684.webp,Featured image for Loop Engineering,1916,821,eager,webp,24000,True,"../../../images/workflow-loop-engineering-44f0cfd65684-640.webp 640w, ../../../images/workflow-loop-engineering-44f0cfd65684-960.webp 960w, ../../../images/workflow-loop-engineering-44f0cfd65684-1280.webp 1280w, ../../../images/workflow-loop-engineering-44f0cfd65684.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/loop-engineering/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/mcp-agent-gateway-review/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/mcp-agent-gateway-review/,https://kujolang.ai/images/workflow-mcp-agent-gateway-review-56bec990414e.webp,images/workflow-mcp-agent-gateway-review-56bec990414e.webp,Featured image for MCP Agent Gateway Review,1916,821,eager,webp,28928,True,"../../../images/workflow-mcp-agent-gateway-review-56bec990414e-640.webp 640w, ../../../images/workflow-mcp-agent-gateway-review-56bec990414e-960.webp 960w, ../../../images/workflow-mcp-agent-gateway-review-56bec990414e-1280.webp 1280w, ../../../images/workflow-mcp-agent-gateway-review-56bec990414e.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/mcp-agent-gateway-review/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/owned-agent-project/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/owned-agent-project/,https://kujolang.ai/images/workflow-owned-agent-project-04c964a31bf8.webp,images/workflow-owned-agent-project-04c964a31bf8.webp,Featured image for Owned Agent Project,1916,821,eager,webp,31740,True,"../../../images/workflow-owned-agent-project-04c964a31bf8-640.webp 640w, ../../../images/workflow-owned-agent-project-04c964a31bf8-960.webp 960w, ../../../images/workflow-owned-agent-project-04c964a31bf8-1280.webp 1280w, ../../../images/workflow-owned-agent-project-04c964a31bf8.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/owned-agent-project/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-adaptation/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-adaptation/,https://kujolang.ai/images/workflow-publishing-house-adaptation-d4846ced2b40.webp,images/workflow-publishing-house-adaptation-d4846ced2b40.webp,Featured image for Publishing House Adaptation,1916,821,eager,webp,32532,True,"../../../images/workflow-publishing-house-adaptation-d4846ced2b40-640.webp 640w, ../../../images/workflow-publishing-house-adaptation-d4846ced2b40-960.webp 960w, ../../../images/workflow-publishing-house-adaptation-d4846ced2b40-1280.webp 1280w, ../../../images/workflow-publishing-house-adaptation-d4846ced2b40.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-adaptation/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-approval-publication/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-approval-publication/,https://kujolang.ai/images/workflow-publishing-house-approval-publication-28396bfdeffd.webp,images/workflow-publishing-house-approval-publication-28396bfdeffd.webp,Featured image for Publishing House Approval Publication,1916,821,eager,webp,32506,True,"../../../images/workflow-publishing-house-approval-publication-28396bfdeffd-640.webp 640w, ../../../images/workflow-publishing-house-approval-publication-28396bfdeffd-960.webp 960w, ../../../images/workflow-publishing-house-approval-publication-28396bfdeffd-1280.webp 1280w, ../../../images/workflow-publishing-house-approval-publication-28396bfdeffd.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-approval-publication/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-asset-production/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-asset-production/,https://kujolang.ai/images/workflow-publishing-house-asset-production-6a2848eefbd8.webp,images/workflow-publishing-house-asset-production-6a2848eefbd8.webp,Featured image for Publishing House Asset Production,1916,821,eager,webp,29414,True,"../../../images/workflow-publishing-house-asset-production-6a2848eefbd8-640.webp 640w, ../../../images/workflow-publishing-house-asset-production-6a2848eefbd8-960.webp 960w, ../../../images/workflow-publishing-house-asset-production-6a2848eefbd8-1280.webp 1280w, ../../../images/workflow-publishing-house-asset-production-6a2848eefbd8.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-asset-production/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-commissioning/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-commissioning/,https://kujolang.ai/images/workflow-publishing-house-commissioning-453eaae4325d.webp,images/workflow-publishing-house-commissioning-453eaae4325d.webp,Featured image for Publishing House Commissioning,1916,821,eager,webp,34440,True,"../../../images/workflow-publishing-house-commissioning-453eaae4325d-640.webp 640w, ../../../images/workflow-publishing-house-commissioning-453eaae4325d-960.webp 960w, ../../../images/workflow-publishing-house-commissioning-453eaae4325d-1280.webp 1280w, ../../../images/workflow-publishing-house-commissioning-453eaae4325d.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-commissioning/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-daily-desk/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-daily-desk/,https://kujolang.ai/images/workflow-publishing-house-daily-desk-5859495c23a8.webp,images/workflow-publishing-house-daily-desk-5859495c23a8.webp,Featured image for Publishing House Daily Desk,1916,821,eager,webp,23396,True,"../../../images/workflow-publishing-house-daily-desk-5859495c23a8-640.webp 640w, ../../../images/workflow-publishing-house-daily-desk-5859495c23a8-960.webp 960w, ../../../images/workflow-publishing-house-daily-desk-5859495c23a8-1280.webp 1280w, ../../../images/workflow-publishing-house-daily-desk-5859495c23a8.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-daily-desk/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-editorial-review/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-editorial-review/,https://kujolang.ai/images/workflow-publishing-house-editorial-review-efb499de7569.webp,images/workflow-publishing-house-editorial-review-efb499de7569.webp,Featured image for Publishing House Editorial Review,1916,821,eager,webp,24260,True,"../../../images/workflow-publishing-house-editorial-review-efb499de7569-640.webp 640w, ../../../images/workflow-publishing-house-editorial-review-efb499de7569-960.webp 960w, ../../../images/workflow-publishing-house-editorial-review-efb499de7569-1280.webp 1280w, ../../../images/workflow-publishing-house-editorial-review-efb499de7569.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-editorial-review/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-evidence-dossier/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-evidence-dossier/,https://kujolang.ai/images/workflow-publishing-house-evidence-dossier-f8420fde413b.webp,images/workflow-publishing-house-evidence-dossier-f8420fde413b.webp,Featured image for Publishing House Evidence Dossier,1916,821,eager,webp,31380,True,"../../../images/workflow-publishing-house-evidence-dossier-f8420fde413b-640.webp 640w, ../../../images/workflow-publishing-house-evidence-dossier-f8420fde413b-960.webp 960w, ../../../images/workflow-publishing-house-evidence-dossier-f8420fde413b-1280.webp 1280w, ../../../images/workflow-publishing-house-evidence-dossier-f8420fde413b.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-evidence-dossier/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-format-production/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-format-production/,https://kujolang.ai/images/workflow-publishing-house-format-production-abca5e4e3a43.webp,images/workflow-publishing-house-format-production-abca5e4e3a43.webp,Featured image for Publishing House Format Production,1916,821,eager,webp,23748,True,"../../../images/workflow-publishing-house-format-production-abca5e4e3a43-640.webp 640w, ../../../images/workflow-publishing-house-format-production-abca5e4e3a43-960.webp 960w, ../../../images/workflow-publishing-house-format-production-abca5e4e3a43-1280.webp 1280w, ../../../images/workflow-publishing-house-format-production-abca5e4e3a43.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-format-production/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-governance/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
